Source	Target	Weight
9606.ENSP00000456894	9606.ENSP00000456401	0.958834
9606.ENSP00000296674	9606.ENSP00000355315	0.958832
9606.ENSP00000355315	9606.ENSP00000296674	0.958832
9606.ENSP00000379888	9606.ENSP00000428085	0.958827
9606.ENSP00000428085	9606.ENSP00000379888	0.958827
9606.ENSP00000252087	9606.ENSP00000429601	0.958822
9606.ENSP00000429601	9606.ENSP00000252087	0.958822
9606.ENSP00000429808	9606.ENSP00000436426	0.958808
9606.ENSP00000436426	9606.ENSP00000429808	0.958808
9606.ENSP00000418868	9606.ENSP00000463784	0.958756
9606.ENSP00000463784	9606.ENSP00000418868	0.958756
9606.ENSP00000381636	9606.ENSP00000433378	0.958733
9606.ENSP00000433378	9606.ENSP00000381636	0.958733
9606.ENSP00000354813	9606.ENSP00000354961	0.958722
9606.ENSP00000354961	9606.ENSP00000354813	0.958722
9606.ENSP00000385958	9606.ENSP00000418868	0.958710
9606.ENSP00000418868	9606.ENSP00000385958	0.958710
9606.ENSP00000246891	9606.ENSP00000341030	0.958707
9606.ENSP00000341030	9606.ENSP00000246891	0.958707
9606.ENSP00000317542	9606.ENSP00000485442	0.958695
9606.ENSP00000485442	9606.ENSP00000317542	0.958695
9606.ENSP00000252087	9606.ENSP00000460274	0.958693
9606.ENSP00000460274	9606.ENSP00000252087	0.958693
9606.ENSP00000318646	9606.ENSP00000369757	0.958691
9606.ENSP00000369757	9606.ENSP00000318646	0.958691
9606.ENSP00000374013	9606.ENSP00000442626	0.958658
9606.ENSP00000442626	9606.ENSP00000374013	0.958658
9606.ENSP00000307889	9606.ENSP00000485567	0.958610
9606.ENSP00000485567	9606.ENSP00000307889	0.958610
9606.ENSP00000436042	9606.ENSP00000436557	0.958595
9606.ENSP00000436557	9606.ENSP00000436042	0.958595
9606.ENSP00000357769	9606.ENSP00000357776	0.958584
9606.ENSP00000357776	9606.ENSP00000357769	0.958584
9606.ENSP00000270625	9606.ENSP00000389103	0.958510
9606.ENSP00000389103	9606.ENSP00000270625	0.958510
9606.ENSP00000296417	9606.ENSP00000297012	0.958502
9606.ENSP00000297012	9606.ENSP00000296417	0.958502
9606.ENSP00000309334	9606.ENSP00000322419	0.958501
9606.ENSP00000322419	9606.ENSP00000309334	0.958501
9606.ENSP00000379888	9606.ENSP00000464342	0.958500
9606.ENSP00000464342	9606.ENSP00000379888	0.958500
9606.ENSP00000389103	9606.ENSP00000464342	0.958488
9606.ENSP00000464342	9606.ENSP00000389103	0.958488
9606.ENSP00000346037	9606.ENSP00000357555	0.958467
9606.ENSP00000357555	9606.ENSP00000346037	0.958467
9606.ENSP00000284110	9606.ENSP00000416741	0.958459
9606.ENSP00000416741	9606.ENSP00000284110	0.958459
9606.ENSP00000243045	9606.ENSP00000377724	0.958454
9606.ENSP00000377724	9606.ENSP00000243045	0.958454
9606.ENSP00000309830	9606.ENSP00000464813	0.958448
9606.ENSP00000464813	9606.ENSP00000309830	0.958448
9606.ENSP00000357772	9606.ENSP00000357773	0.958416
9606.ENSP00000357773	9606.ENSP00000357772	0.958416
9606.ENSP00000447001	9606.ENSP00000467466	0.958395
9606.ENSP00000467466	9606.ENSP00000447001	0.958395
9606.ENSP00000301407	9606.ENSP00000470813	0.958379
9606.ENSP00000470813	9606.ENSP00000301407	0.958379
9606.ENSP00000346050	9606.ENSP00000472985	0.958364
9606.ENSP00000472985	9606.ENSP00000346050	0.958364
9606.ENSP00000304234	9606.ENSP00000420840	0.958361
9606.ENSP00000420840	9606.ENSP00000304234	0.958361
9606.ENSP00000278572	9606.ENSP00000464813	0.958351
9606.ENSP00000464813	9606.ENSP00000278572	0.958351
9606.ENSP00000194155	9606.ENSP00000231137	0.958312
9606.ENSP00000231137	9606.ENSP00000194155	0.958312
9606.ENSP00000194155	9606.ENSP00000239444	0.958282
9606.ENSP00000239444	9606.ENSP00000194155	0.958282
9606.ENSP00000297012	9606.ENSP00000366679	0.958269
9606.ENSP00000366679	9606.ENSP00000297012	0.958269
9606.ENSP00000363676	9606.ENSP00000464813	0.958255
9606.ENSP00000464813	9606.ENSP00000363676	0.958255
9606.ENSP00000348419	9606.ENSP00000466714	0.958190
9606.ENSP00000466714	9606.ENSP00000348419	0.958190
9606.ENSP00000428994	9606.ENSP00000481554	0.958184
9606.ENSP00000481554	9606.ENSP00000428994	0.958184
9606.ENSP00000311319	9606.ENSP00000345479	0.958158
9606.ENSP00000345479	9606.ENSP00000311319	0.958158
9606.ENSP00000389103	9606.ENSP00000403172	0.958150
9606.ENSP00000403172	9606.ENSP00000389103	0.958150
9606.ENSP00000435096	9606.ENSP00000472469	0.958098
9606.ENSP00000472469	9606.ENSP00000435096	0.958098
9606.ENSP00000353203	9606.ENSP00000357768	0.958097
9606.ENSP00000357768	9606.ENSP00000353203	0.958097
9606.ENSP00000428085	9606.ENSP00000452909	0.958090
9606.ENSP00000452909	9606.ENSP00000428085	0.958090
9606.ENSP00000346088	9606.ENSP00000463784	0.958087
9606.ENSP00000463784	9606.ENSP00000346088	0.958087
9606.ENSP00000313443	9606.ENSP00000348419	0.958056
9606.ENSP00000348419	9606.ENSP00000313443	0.958056
9606.ENSP00000414321	9606.ENSP00000464342	0.958052
9606.ENSP00000464342	9606.ENSP00000414321	0.958052
9606.ENSP00000395587	9606.ENSP00000474388	0.958047
9606.ENSP00000474388	9606.ENSP00000395587	0.958047
9606.ENSP00000252087	9606.ENSP00000381611	0.958012
9606.ENSP00000381611	9606.ENSP00000252087	0.958012
9606.ENSP00000252085	9606.ENSP00000252087	0.958004
9606.ENSP00000252087	9606.ENSP00000252085	0.958004
9606.ENSP00000369757	9606.ENSP00000435096	0.957968
9606.ENSP00000435096	9606.ENSP00000369757	0.957968
9606.ENSP00000259469	9606.ENSP00000420311	0.957963
9606.ENSP00000420311	9606.ENSP00000259469	0.957963
9606.ENSP00000355315	9606.ENSP00000363676	0.957961
9606.ENSP00000363676	9606.ENSP00000355315	0.957961
9606.ENSP00000239446	9606.ENSP00000346802	0.957945
9606.ENSP00000346802	9606.ENSP00000239446	0.957945
9606.ENSP00000368884	9606.ENSP00000435412	0.957940
9606.ENSP00000435412	9606.ENSP00000368884	0.957940
9606.ENSP00000377640	9606.ENSP00000418082	0.957914
9606.ENSP00000418082	9606.ENSP00000377640	0.957914
9606.ENSP00000354090	9606.ENSP00000470259	0.957898
9606.ENSP00000470259	9606.ENSP00000354090	0.957898
9606.ENSP00000318646	9606.ENSP00000418868	0.957890
9606.ENSP00000418868	9606.ENSP00000318646	0.957890
9606.ENSP00000333363	9606.ENSP00000374490	0.957875
9606.ENSP00000374490	9606.ENSP00000333363	0.957875
9606.ENSP00000436580	9606.ENSP00000436891	0.957857
9606.ENSP00000436891	9606.ENSP00000436580	0.957857
9606.ENSP00000302896	9606.ENSP00000463784	0.957855
9606.ENSP00000463784	9606.ENSP00000302896	0.957855
9606.ENSP00000393136	9606.ENSP00000480122	0.957849
9606.ENSP00000480122	9606.ENSP00000393136	0.957849
9606.ENSP00000363676	9606.ENSP00000464342	0.957841
9606.ENSP00000464342	9606.ENSP00000363676	0.957841
9606.ENSP00000379689	9606.ENSP00000480218	0.957807
9606.ENSP00000480218	9606.ENSP00000379689	0.957807
9606.ENSP00000346015	9606.ENSP00000385958	0.957796
9606.ENSP00000385958	9606.ENSP00000346015	0.957796
9606.ENSP00000252087	9606.ENSP00000381589	0.957788
9606.ENSP00000381589	9606.ENSP00000252087	0.957788
9606.ENSP00000266376	9606.ENSP00000288139	0.957786
9606.ENSP00000288139	9606.ENSP00000266376	0.957786
9606.ENSP00000357555	9606.ENSP00000470972	0.957782
9606.ENSP00000470972	9606.ENSP00000357555	0.957782
9606.ENSP00000231173	9606.ENSP00000239444	0.957775
9606.ENSP00000239444	9606.ENSP00000231173	0.957775
9606.ENSP00000451291	9606.ENSP00000485450	0.957752
9606.ENSP00000485450	9606.ENSP00000451291	0.957752
9606.ENSP00000357637	9606.ENSP00000430241	0.957724
9606.ENSP00000430241	9606.ENSP00000357637	0.957724
9606.ENSP00000299847	9606.ENSP00000407546	0.957706
9606.ENSP00000407546	9606.ENSP00000299847	0.957706
9606.ENSP00000418868	9606.ENSP00000448035	0.957680
9606.ENSP00000448035	9606.ENSP00000418868	0.957680
9606.ENSP00000306328	9606.ENSP00000320688	0.957667
9606.ENSP00000320688	9606.ENSP00000306328	0.957667
9606.ENSP00000394248	9606.ENSP00000469391	0.957638
9606.ENSP00000469391	9606.ENSP00000394248	0.957638
9606.ENSP00000297012	9606.ENSP00000341094	0.957636
9606.ENSP00000341094	9606.ENSP00000297012	0.957636
9606.ENSP00000378163	9606.ENSP00000389103	0.957622
9606.ENSP00000389103	9606.ENSP00000378163	0.957622
9606.ENSP00000352257	9606.ENSP00000375978	0.957581
9606.ENSP00000375978	9606.ENSP00000352257	0.957581
9606.ENSP00000357766	9606.ENSP00000357769	0.957572
9606.ENSP00000357769	9606.ENSP00000357766	0.957572
9606.ENSP00000325748	9606.ENSP00000365730	0.957569
9606.ENSP00000365730	9606.ENSP00000325748	0.957569
9606.ENSP00000393241	9606.ENSP00000485567	0.957551
9606.ENSP00000485567	9606.ENSP00000393241	0.957551
9606.ENSP00000225430	9606.ENSP00000322419	0.957550
9606.ENSP00000322419	9606.ENSP00000225430	0.957550
9606.ENSP00000346001	9606.ENSP00000379506	0.957540
9606.ENSP00000379506	9606.ENSP00000346001	0.957540
9606.ENSP00000346088	9606.ENSP00000379888	0.957537
9606.ENSP00000379888	9606.ENSP00000346088	0.957537
9606.ENSP00000346088	9606.ENSP00000464813	0.957535
9606.ENSP00000464813	9606.ENSP00000346088	0.957535
9606.ENSP00000339795	9606.ENSP00000346027	0.957459
9606.ENSP00000346027	9606.ENSP00000339795	0.957459
9606.ENSP00000272317	9606.ENSP00000379506	0.957430
9606.ENSP00000379506	9606.ENSP00000272317	0.957430
9606.ENSP00000375730	9606.ENSP00000386717	0.957426
9606.ENSP00000386717	9606.ENSP00000375730	0.957426
9606.ENSP00000251453	9606.ENSP00000339095	0.957371
9606.ENSP00000339095	9606.ENSP00000251453	0.957371
9606.ENSP00000316737	9606.ENSP00000334869	0.957365
9606.ENSP00000334869	9606.ENSP00000316737	0.957365
9606.ENSP00000463784	9606.ENSP00000464342	0.957353
9606.ENSP00000464342	9606.ENSP00000463784	0.957353
9606.ENSP00000318646	9606.ENSP00000361076	0.957329
9606.ENSP00000361076	9606.ENSP00000318646	0.957329
9606.ENSP00000230050	9606.ENSP00000418868	0.957320
9606.ENSP00000418868	9606.ENSP00000230050	0.957320
9606.ENSP00000375730	9606.ENSP00000400467	0.957289
9606.ENSP00000400467	9606.ENSP00000375730	0.957289
9606.ENSP00000230050	9606.ENSP00000262584	0.957269
9606.ENSP00000262584	9606.ENSP00000230050	0.957269
9606.ENSP00000381636	9606.ENSP00000436426	0.957246
9606.ENSP00000436426	9606.ENSP00000381636	0.957246
9606.ENSP00000262848	9606.ENSP00000362634	0.957202
9606.ENSP00000362634	9606.ENSP00000262848	0.957202
9606.ENSP00000333776	9606.ENSP00000485193	0.957194
9606.ENSP00000485193	9606.ENSP00000333776	0.957194
9606.ENSP00000393241	9606.ENSP00000452909	0.957176
9606.ENSP00000452909	9606.ENSP00000393241	0.957176
9606.ENSP00000226247	9606.ENSP00000323880	0.957175
9606.ENSP00000323880	9606.ENSP00000226247	0.957175
9606.ENSP00000352162	9606.ENSP00000380479	0.957166
9606.ENSP00000380479	9606.ENSP00000352162	0.957166
9606.ENSP00000353600	9606.ENSP00000378972	0.957162
9606.ENSP00000378972	9606.ENSP00000353600	0.957162
9606.ENSP00000309431	9606.ENSP00000318697	0.957148
9606.ENSP00000318697	9606.ENSP00000309431	0.957148
9606.ENSP00000259469	9606.ENSP00000272317	0.957129
9606.ENSP00000272317	9606.ENSP00000259469	0.957129
9606.ENSP00000431748	9606.ENSP00000434655	0.957109
9606.ENSP00000434655	9606.ENSP00000431748	0.957109
9606.ENSP00000444339	9606.ENSP00000470381	0.957109
9606.ENSP00000470381	9606.ENSP00000444339	0.957109
9606.ENSP00000278572	9606.ENSP00000463784	0.957097
9606.ENSP00000463784	9606.ENSP00000278572	0.957097
9606.ENSP00000354961	9606.ENSP00000355206	0.957080
9606.ENSP00000355206	9606.ENSP00000354961	0.957080
9606.ENSP00000355315	9606.ENSP00000413436	0.957000
9606.ENSP00000413436	9606.ENSP00000355315	0.957000
9606.ENSP00000480318	9606.ENSP00000485668	0.956997
9606.ENSP00000485668	9606.ENSP00000480318	0.956997
9606.ENSP00000341885	9606.ENSP00000346015	0.956992
9606.ENSP00000346015	9606.ENSP00000341885	0.956992
9606.ENSP00000385958	9606.ENSP00000418082	0.956983
9606.ENSP00000418082	9606.ENSP00000385958	0.956983
9606.ENSP00000440077	9606.ENSP00000478878	0.956980
9606.ENSP00000478878	9606.ENSP00000440077	0.956980
9606.ENSP00000322419	9606.ENSP00000400467	0.956960
9606.ENSP00000400467	9606.ENSP00000322419	0.956960
9606.ENSP00000413035	9606.ENSP00000463653	0.956960
9606.ENSP00000463653	9606.ENSP00000413035	0.956960
9606.ENSP00000231130	9606.ENSP00000239446	0.956957
9606.ENSP00000239446	9606.ENSP00000231130	0.956957
9606.ENSP00000479291	9606.ENSP00000479693	0.956947
9606.ENSP00000479693	9606.ENSP00000479291	0.956947
9606.ENSP00000272317	9606.ENSP00000414321	0.956936
9606.ENSP00000414321	9606.ENSP00000272317	0.956936
9606.ENSP00000322419	9606.ENSP00000363676	0.956869
9606.ENSP00000363676	9606.ENSP00000322419	0.956869
9606.ENSP00000421686	9606.ENSP00000485230	0.956860
9606.ENSP00000485230	9606.ENSP00000421686	0.956860
9606.ENSP00000259089	9606.ENSP00000410294	0.956822
9606.ENSP00000410294	9606.ENSP00000259089	0.956822
9606.ENSP00000290122	9606.ENSP00000365116	0.956807
9606.ENSP00000365116	9606.ENSP00000290122	0.956807
9606.ENSP00000251453	9606.ENSP00000378163	0.956798
9606.ENSP00000378163	9606.ENSP00000251453	0.956798
9606.ENSP00000230050	9606.ENSP00000435370	0.956782
9606.ENSP00000435370	9606.ENSP00000230050	0.956782
9606.ENSP00000346088	9606.ENSP00000447001	0.956764
9606.ENSP00000447001	9606.ENSP00000346088	0.956764
9606.ENSP00000231130	9606.ENSP00000231173	0.956690
9606.ENSP00000231173	9606.ENSP00000231130	0.956690
9606.ENSP00000318646	9606.ENSP00000403172	0.956651
9606.ENSP00000403172	9606.ENSP00000318646	0.956651
9606.ENSP00000379506	9606.ENSP00000472985	0.956614
9606.ENSP00000472985	9606.ENSP00000379506	0.956614
9606.ENSP00000230050	9606.ENSP00000403172	0.956581
9606.ENSP00000278572	9606.ENSP00000414321	0.956581
9606.ENSP00000403172	9606.ENSP00000230050	0.956581
9606.ENSP00000414321	9606.ENSP00000278572	0.956581
9606.ENSP00000259469	9606.ENSP00000309830	0.956544
9606.ENSP00000309830	9606.ENSP00000259469	0.956544
9606.ENSP00000322419	9606.ENSP00000472469	0.956534
9606.ENSP00000472469	9606.ENSP00000322419	0.956534
9606.ENSP00000354458	9606.ENSP00000360281	0.956508
9606.ENSP00000360281	9606.ENSP00000354458	0.956508
9606.ENSP00000359698	9606.ENSP00000377381	0.956476
9606.ENSP00000377381	9606.ENSP00000359698	0.956476
9606.ENSP00000378163	9606.ENSP00000485567	0.956471
9606.ENSP00000485567	9606.ENSP00000378163	0.956471
9606.ENSP00000272317	9606.ENSP00000302896	0.956466
9606.ENSP00000302896	9606.ENSP00000272317	0.956466
9606.ENSP00000078429	9606.ENSP00000286548	0.956458
9606.ENSP00000286548	9606.ENSP00000078429	0.956458
9606.ENSP00000337473	9606.ENSP00000444812	0.956434
9606.ENSP00000444812	9606.ENSP00000337473	0.956434
9606.ENSP00000252087	9606.ENSP00000478258	0.956406
9606.ENSP00000478258	9606.ENSP00000252087	0.956406
9606.ENSP00000353203	9606.ENSP00000357772	0.956350
9606.ENSP00000357772	9606.ENSP00000353203	0.956350
9606.ENSP00000391085	9606.ENSP00000408132	0.956319
9606.ENSP00000408132	9606.ENSP00000391085	0.956319
9606.ENSP00000259089	9606.ENSP00000339824	0.956265
9606.ENSP00000339824	9606.ENSP00000259089	0.956265
9606.ENSP00000230050	9606.ENSP00000369757	0.956263
9606.ENSP00000369757	9606.ENSP00000230050	0.956263
9606.ENSP00000362744	9606.ENSP00000464342	0.956253
9606.ENSP00000464342	9606.ENSP00000362744	0.956253
9606.ENSP00000194152	9606.ENSP00000231136	0.956234
9606.ENSP00000231136	9606.ENSP00000194152	0.956234
9606.ENSP00000251453	9606.ENSP00000272317	0.956233
9606.ENSP00000272317	9606.ENSP00000251453	0.956233
9606.ENSP00000318635	9606.ENSP00000409666	0.956215
9606.ENSP00000409666	9606.ENSP00000318635	0.956215
9606.ENSP00000264071	9606.ENSP00000309431	0.956189
9606.ENSP00000309431	9606.ENSP00000264071	0.956189
9606.ENSP00000281589	9606.ENSP00000313007	0.956183
9606.ENSP00000313007	9606.ENSP00000281589	0.956183
9606.ENSP00000346027	9606.ENSP00000485567	0.956170
9606.ENSP00000485567	9606.ENSP00000346027	0.956170
9606.ENSP00000375730	9606.ENSP00000464813	0.956154
9606.ENSP00000464813	9606.ENSP00000375730	0.956154
9606.ENSP00000251453	9606.ENSP00000346050	0.956151
9606.ENSP00000346050	9606.ENSP00000251453	0.956151
9606.ENSP00000231136	9606.ENSP00000477314	0.956133
9606.ENSP00000477314	9606.ENSP00000231136	0.956133
9606.ENSP00000319546	9606.ENSP00000420502	0.956130
9606.ENSP00000420502	9606.ENSP00000319546	0.956130
9606.ENSP00000219746	9606.ENSP00000354842	0.956082
9606.ENSP00000354842	9606.ENSP00000219746	0.956082
9606.ENSP00000251453	9606.ENSP00000262584	0.956065
9606.ENSP00000262584	9606.ENSP00000251453	0.956065
9606.ENSP00000222247	9606.ENSP00000472469	0.956058
9606.ENSP00000472469	9606.ENSP00000222247	0.956058
9606.ENSP00000393241	9606.ENSP00000403172	0.955967
9606.ENSP00000403172	9606.ENSP00000393241	0.955967
9606.ENSP00000346015	9606.ENSP00000377640	0.955951
9606.ENSP00000377640	9606.ENSP00000346015	0.955951
9606.ENSP00000275603	9606.ENSP00000295688	0.955916
9606.ENSP00000295688	9606.ENSP00000275603	0.955916
9606.ENSP00000416429	9606.ENSP00000472985	0.955881
9606.ENSP00000472985	9606.ENSP00000416429	0.955881
9606.ENSP00000235349	9606.ENSP00000393136	0.955857
9606.ENSP00000393136	9606.ENSP00000235349	0.955857
9606.ENSP00000346088	9606.ENSP00000428085	0.955840
9606.ENSP00000428085	9606.ENSP00000346088	0.955840
9606.ENSP00000325748	9606.ENSP00000377867	0.955838
9606.ENSP00000377867	9606.ENSP00000325748	0.955838
9606.ENSP00000355315	9606.ENSP00000393241	0.955823
9606.ENSP00000393241	9606.ENSP00000355315	0.955823
9606.ENSP00000479362	9606.ENSP00000481078	0.955802
9606.ENSP00000481078	9606.ENSP00000479362	0.955802
9606.ENSP00000414392	9606.ENSP00000485364	0.955767
9606.ENSP00000485364	9606.ENSP00000414392	0.955767
9606.ENSP00000239444	9606.ENSP00000239446	0.955748
9606.ENSP00000239446	9606.ENSP00000239444	0.955748
9606.ENSP00000339795	9606.ENSP00000359345	0.955703
9606.ENSP00000359345	9606.ENSP00000339795	0.955703
9606.ENSP00000230050	9606.ENSP00000339063	0.955657
9606.ENSP00000339063	9606.ENSP00000230050	0.955657
9606.ENSP00000350576	9606.ENSP00000392024	0.955644
9606.ENSP00000392024	9606.ENSP00000350576	0.955644
9606.ENSP00000414392	9606.ENSP00000485323	0.955620
9606.ENSP00000485323	9606.ENSP00000414392	0.955620
9606.ENSP00000296417	9606.ENSP00000434024	0.955612
9606.ENSP00000434024	9606.ENSP00000296417	0.955612
9606.ENSP00000339795	9606.ENSP00000449328	0.955595
9606.ENSP00000449328	9606.ENSP00000339795	0.955595
9606.ENSP00000357555	9606.ENSP00000393241	0.955591
9606.ENSP00000393241	9606.ENSP00000357555	0.955591
9606.ENSP00000338369	9606.ENSP00000365116	0.955583
9606.ENSP00000365116	9606.ENSP00000338369	0.955583
9606.ENSP00000381636	9606.ENSP00000434655	0.955566
9606.ENSP00000434655	9606.ENSP00000381636	0.955566
9606.ENSP00000256682	9606.ENSP00000306010	0.955565
9606.ENSP00000306010	9606.ENSP00000256682	0.955565
9606.ENSP00000346027	9606.ENSP00000379888	0.955555
9606.ENSP00000379888	9606.ENSP00000346027	0.955555
9606.ENSP00000296674	9606.ENSP00000359345	0.955536
9606.ENSP00000359345	9606.ENSP00000296674	0.955536
9606.ENSP00000301141	9606.ENSP00000332679	0.955528
9606.ENSP00000332679	9606.ENSP00000301141	0.955528
9606.ENSP00000318646	9606.ENSP00000346015	0.955518
9606.ENSP00000346015	9606.ENSP00000318646	0.955518
9606.ENSP00000357768	9606.ENSP00000357769	0.955504
9606.ENSP00000357769	9606.ENSP00000357768	0.955504
9606.ENSP00000346088	9606.ENSP00000448035	0.955498
9606.ENSP00000448035	9606.ENSP00000346088	0.955498
9606.ENSP00000311430	9606.ENSP00000449328	0.955495
9606.ENSP00000449328	9606.ENSP00000311430	0.955495
9606.ENSP00000297012	9606.ENSP00000308405	0.955474
9606.ENSP00000308405	9606.ENSP00000297012	0.955474
9606.ENSP00000259469	9606.ENSP00000278572	0.955472
9606.ENSP00000278572	9606.ENSP00000259469	0.955472
9606.ENSP00000358802	9606.ENSP00000449253	0.955445
9606.ENSP00000449253	9606.ENSP00000358802	0.955445
9606.ENSP00000324105	9606.ENSP00000437402	0.955435
9606.ENSP00000437402	9606.ENSP00000324105	0.955435
9606.ENSP00000230050	9606.ENSP00000379506	0.955420
9606.ENSP00000379506	9606.ENSP00000230050	0.955420
9606.ENSP00000393136	9606.ENSP00000480027	0.955408
9606.ENSP00000480027	9606.ENSP00000393136	0.955408
9606.ENSP00000262584	9606.ENSP00000272317	0.955393
9606.ENSP00000272317	9606.ENSP00000262584	0.955393
9606.ENSP00000419117	9606.ENSP00000464813	0.955390
9606.ENSP00000464813	9606.ENSP00000419117	0.955390
9606.ENSP00000378570	9606.ENSP00000378972	0.955367
9606.ENSP00000378972	9606.ENSP00000378570	0.955367
9606.ENSP00000324687	9606.ENSP00000326225	0.955366
9606.ENSP00000326225	9606.ENSP00000324687	0.955366
9606.ENSP00000231173	9606.ENSP00000477314	0.955345
9606.ENSP00000477314	9606.ENSP00000231173	0.955345
9606.ENSP00000444339	9606.ENSP00000480218	0.955329
9606.ENSP00000480218	9606.ENSP00000444339	0.955329
9606.ENSP00000251453	9606.ENSP00000339795	0.955326
9606.ENSP00000339795	9606.ENSP00000251453	0.955326
9606.ENSP00000361076	9606.ENSP00000472985	0.955305
9606.ENSP00000472985	9606.ENSP00000361076	0.955305
9606.ENSP00000355315	9606.ENSP00000452909	0.955304
9606.ENSP00000452909	9606.ENSP00000355315	0.955304
9606.ENSP00000346088	9606.ENSP00000363676	0.955300
9606.ENSP00000363676	9606.ENSP00000346088	0.955300
9606.ENSP00000355046	9606.ENSP00000355206	0.955285
9606.ENSP00000355206	9606.ENSP00000355046	0.955285
9606.ENSP00000309334	9606.ENSP00000414321	0.955280
9606.ENSP00000414321	9606.ENSP00000309334	0.955280
9606.ENSP00000304234	9606.ENSP00000429808	0.955275
9606.ENSP00000429808	9606.ENSP00000304234	0.955275
9606.ENSP00000346088	9606.ENSP00000389103	0.955272
9606.ENSP00000389103	9606.ENSP00000346088	0.955272
9606.ENSP00000447001	9606.ENSP00000448035	0.955253
9606.ENSP00000448035	9606.ENSP00000447001	0.955253
9606.ENSP00000359345	9606.ENSP00000363676	0.955229
9606.ENSP00000363676	9606.ENSP00000359345	0.955229
9606.ENSP00000346001	9606.ENSP00000435777	0.955198
9606.ENSP00000435777	9606.ENSP00000346001	0.955198
9606.ENSP00000346037	9606.ENSP00000435777	0.955188
9606.ENSP00000435777	9606.ENSP00000346037	0.955188
9606.ENSP00000345772	9606.ENSP00000435233	0.955145
9606.ENSP00000435233	9606.ENSP00000345772	0.955145
9606.ENSP00000296674	9606.ENSP00000322419	0.955088
9606.ENSP00000322419	9606.ENSP00000296674	0.955088
9606.ENSP00000220592	9606.ENSP00000362287	0.955042
9606.ENSP00000362287	9606.ENSP00000220592	0.955042
9606.ENSP00000403172	9606.ENSP00000448035	0.955025
9606.ENSP00000448035	9606.ENSP00000403172	0.955025
9606.ENSP00000194155	9606.ENSP00000231136	0.955010
9606.ENSP00000231136	9606.ENSP00000194155	0.955010
9606.ENSP00000252087	9606.ENSP00000429834	0.954998
9606.ENSP00000429834	9606.ENSP00000252087	0.954998
9606.ENSP00000339095	9606.ENSP00000369757	0.954978
9606.ENSP00000369757	9606.ENSP00000339095	0.954978
9606.ENSP00000428085	9606.ENSP00000472469	0.954977
9606.ENSP00000472469	9606.ENSP00000428085	0.954977
9606.ENSP00000452909	9606.ENSP00000464342	0.954886
9606.ENSP00000464342	9606.ENSP00000452909	0.954886
9606.ENSP00000379339	9606.ENSP00000418082	0.954873
9606.ENSP00000418082	9606.ENSP00000379339	0.954873
9606.ENSP00000217188	9606.ENSP00000296474	0.954838
9606.ENSP00000296474	9606.ENSP00000217188	0.954838
9606.ENSP00000295987	9606.ENSP00000480050	0.954756
9606.ENSP00000480050	9606.ENSP00000295987	0.954756
9606.ENSP00000308405	9606.ENSP00000434024	0.954752
9606.ENSP00000434024	9606.ENSP00000308405	0.954752
9606.ENSP00000378163	9606.ENSP00000435096	0.954741
9606.ENSP00000435096	9606.ENSP00000378163	0.954741
9606.ENSP00000268720	9606.ENSP00000290776	0.954730
9606.ENSP00000290776	9606.ENSP00000268720	0.954730
9606.ENSP00000357555	9606.ENSP00000428085	0.954706
9606.ENSP00000428085	9606.ENSP00000357555	0.954706
9606.ENSP00000362744	9606.ENSP00000452909	0.954692
9606.ENSP00000452909	9606.ENSP00000362744	0.954692
9606.ENSP00000318635	9606.ENSP00000405965	0.954680
9606.ENSP00000405965	9606.ENSP00000318635	0.954680
9606.ENSP00000395587	9606.ENSP00000417289	0.954650
9606.ENSP00000417289	9606.ENSP00000395587	0.954650
9606.ENSP00000270625	9606.ENSP00000318646	0.954641
9606.ENSP00000318646	9606.ENSP00000270625	0.954641
9606.ENSP00000339063	9606.ENSP00000414321	0.954618
9606.ENSP00000414321	9606.ENSP00000339063	0.954618
9606.ENSP00000375730	9606.ENSP00000413436	0.954601
9606.ENSP00000413436	9606.ENSP00000375730	0.954601
9606.ENSP00000359345	9606.ENSP00000419117	0.954594
9606.ENSP00000419117	9606.ENSP00000359345	0.954594
9606.ENSP00000252071	9606.ENSP00000256001	0.954581
9606.ENSP00000256001	9606.ENSP00000252071	0.954581
9606.ENSP00000239446	9606.ENSP00000477314	0.954578
9606.ENSP00000477314	9606.ENSP00000239446	0.954578
9606.ENSP00000295448	9606.ENSP00000423674	0.954562
9606.ENSP00000423674	9606.ENSP00000295448	0.954562
9606.ENSP00000270625	9606.ENSP00000341885	0.954556
9606.ENSP00000341885	9606.ENSP00000270625	0.954556
9606.ENSP00000354739	9606.ENSP00000379888	0.954538
9606.ENSP00000379888	9606.ENSP00000354739	0.954538
9606.ENSP00000416429	9606.ENSP00000435370	0.954484
9606.ENSP00000435370	9606.ENSP00000416429	0.954484
9606.ENSP00000346001	9606.ENSP00000377640	0.954460
9606.ENSP00000377640	9606.ENSP00000346001	0.954460
9606.ENSP00000359345	9606.ENSP00000435777	0.954443
9606.ENSP00000435777	9606.ENSP00000359345	0.954443
9606.ENSP00000307889	9606.ENSP00000464813	0.954396
9606.ENSP00000464813	9606.ENSP00000307889	0.954396
9606.ENSP00000262646	9606.ENSP00000380869	0.954392
9606.ENSP00000380869	9606.ENSP00000262646	0.954392
9606.ENSP00000235349	9606.ENSP00000485656	0.954360
