Source	Target	Weight
9606.ENSP00000346694	9606.ENSP00000350090	0.825588
9606.ENSP00000350090	9606.ENSP00000346694	0.825588
9606.ENSP00000365116	9606.ENSP00000417222	0.825584
9606.ENSP00000417222	9606.ENSP00000365116	0.825584
9606.ENSP00000221166	9606.ENSP00000363071	0.825524
9606.ENSP00000363071	9606.ENSP00000221166	0.825524
9606.ENSP00000262418	9606.ENSP00000357129	0.825512
9606.ENSP00000357129	9606.ENSP00000262418	0.825512
9606.ENSP00000356037	9606.ENSP00000363770	0.825437
9606.ENSP00000363770	9606.ENSP00000356037	0.825437
9606.ENSP00000357547	9606.ENSP00000369907	0.825419
9606.ENSP00000369907	9606.ENSP00000357547	0.825419
9606.ENSP00000307342	9606.ENSP00000355523	0.825386
9606.ENSP00000355523	9606.ENSP00000307342	0.825386
9606.ENSP00000272317	9606.ENSP00000449328	0.825339
9606.ENSP00000449328	9606.ENSP00000272317	0.825339
9606.ENSP00000283025	9606.ENSP00000295201	0.825335
9606.ENSP00000295201	9606.ENSP00000283025	0.825335
9606.ENSP00000452909	9606.ENSP00000485567	0.825322
9606.ENSP00000485567	9606.ENSP00000452909	0.825322
9606.ENSP00000335437	9606.ENSP00000380999	0.825246
9606.ENSP00000380999	9606.ENSP00000335437	0.825246
9606.ENSP00000272317	9606.ENSP00000477781	0.825237
9606.ENSP00000477781	9606.ENSP00000272317	0.825237
9606.ENSP00000274255	9606.ENSP00000361298	0.825232
9606.ENSP00000361298	9606.ENSP00000274255	0.825232
9606.ENSP00000278379	9606.ENSP00000366095	0.825163
9606.ENSP00000366095	9606.ENSP00000278379	0.825163
9606.ENSP00000386458	9606.ENSP00000418563	0.825091
9606.ENSP00000418563	9606.ENSP00000386458	0.825091
9606.ENSP00000369965	9606.ENSP00000419117	0.825018
9606.ENSP00000419117	9606.ENSP00000369965	0.825018
9606.ENSP00000368332	9606.ENSP00000370990	0.824995
9606.ENSP00000370990	9606.ENSP00000368332	0.824995
9606.ENSP00000259455	9606.ENSP00000377779	0.824988
9606.ENSP00000377779	9606.ENSP00000259455	0.824988
9606.ENSP00000333660	9606.ENSP00000418187	0.824903
9606.ENSP00000418187	9606.ENSP00000333660	0.824903
9606.ENSP00000318646	9606.ENSP00000449328	0.824901
9606.ENSP00000449328	9606.ENSP00000318646	0.824901
9606.ENSP00000184266	9606.ENSP00000276689	0.824900
9606.ENSP00000276689	9606.ENSP00000184266	0.824900
9606.ENSP00000316674	9606.ENSP00000352904	0.824840
9606.ENSP00000352904	9606.ENSP00000316674	0.824840
9606.ENSP00000388299	9606.ENSP00000481457	0.824831
9606.ENSP00000481457	9606.ENSP00000388299	0.824831
9606.ENSP00000262726	9606.ENSP00000396622	0.824794
9606.ENSP00000396622	9606.ENSP00000262726	0.824794
9606.ENSP00000258654	9606.ENSP00000355629	0.824746
9606.ENSP00000355629	9606.ENSP00000258654	0.824746
9606.ENSP00000252321	9606.ENSP00000280684	0.824693
9606.ENSP00000280684	9606.ENSP00000252321	0.824693
9606.ENSP00000265709	9606.ENSP00000300215	0.824682
9606.ENSP00000300215	9606.ENSP00000265709	0.824682
9606.ENSP00000344786	9606.ENSP00000481006	0.824653
9606.ENSP00000481006	9606.ENSP00000344786	0.824653
9606.ENSP00000287777	9606.ENSP00000354488	0.824610
9606.ENSP00000354488	9606.ENSP00000287777	0.824610
9606.ENSP00000361076	9606.ENSP00000375730	0.824545
9606.ENSP00000375730	9606.ENSP00000361076	0.824545
9606.ENSP00000302896	9606.ENSP00000447942	0.824493
9606.ENSP00000447942	9606.ENSP00000302896	0.824493
9606.ENSP00000252244	9606.ENSP00000349960	0.824471
9606.ENSP00000349960	9606.ENSP00000252244	0.824471
9606.ENSP00000363557	9606.ENSP00000393453	0.824454
9606.ENSP00000393453	9606.ENSP00000363557	0.824454
9606.ENSP00000386717	9606.ENSP00000463784	0.824452
9606.ENSP00000463784	9606.ENSP00000386717	0.824452
9606.ENSP00000316029	9606.ENSP00000453508	0.824429
9606.ENSP00000453508	9606.ENSP00000316029	0.824429
9606.ENSP00000305288	9606.ENSP00000351591	0.824410
9606.ENSP00000351591	9606.ENSP00000305288	0.824410
9606.ENSP00000346015	9606.ENSP00000452909	0.824348
9606.ENSP00000452909	9606.ENSP00000346015	0.824348
9606.ENSP00000262450	9606.ENSP00000293845	0.824306
9606.ENSP00000293845	9606.ENSP00000262450	0.824306
9606.ENSP00000256001	9606.ENSP00000263238	0.824253
9606.ENSP00000263238	9606.ENSP00000256001	0.824253
9606.ENSP00000354739	9606.ENSP00000357555	0.824225
9606.ENSP00000357555	9606.ENSP00000354739	0.824225
9606.ENSP00000334197	9606.ENSP00000375479	0.824213
9606.ENSP00000375479	9606.ENSP00000334197	0.824213
9606.ENSP00000222728	9606.ENSP00000420009	0.824209
9606.ENSP00000420009	9606.ENSP00000222728	0.824209
9606.ENSP00000295824	9606.ENSP00000344403	0.824204
9606.ENSP00000344403	9606.ENSP00000295824	0.824204
9606.ENSP00000382334	9606.ENSP00000421986	0.824054
9606.ENSP00000421986	9606.ENSP00000382334	0.824054
9606.ENSP00000285013	9606.ENSP00000378067	0.824036
9606.ENSP00000378067	9606.ENSP00000285013	0.824036
9606.ENSP00000378163	9606.ENSP00000477781	0.823906
9606.ENSP00000477781	9606.ENSP00000378163	0.823906
9606.ENSP00000229239	9606.ENSP00000320171	0.823833
9606.ENSP00000320171	9606.ENSP00000229239	0.823833
9606.ENSP00000290949	9606.ENSP00000379203	0.823614
9606.ENSP00000379203	9606.ENSP00000290949	0.823614
9606.ENSP00000284885	9606.ENSP00000378897	0.823577
9606.ENSP00000378897	9606.ENSP00000284885	0.823577
9606.ENSP00000279441	9606.ENSP00000299855	0.823574
9606.ENSP00000299855	9606.ENSP00000279441	0.823574
9606.ENSP00000375475	9606.ENSP00000383216	0.823560
9606.ENSP00000383216	9606.ENSP00000375475	0.823560
9606.ENSP00000215095	9606.ENSP00000254976	0.823552
9606.ENSP00000254976	9606.ENSP00000215095	0.823552
9606.ENSP00000369438	9606.ENSP00000375238	0.823541
9606.ENSP00000375238	9606.ENSP00000369438	0.823541
9606.ENSP00000215727	9606.ENSP00000360281	0.823519
9606.ENSP00000360281	9606.ENSP00000215727	0.823519
9606.ENSP00000264613	9606.ENSP00000415941	0.823500
9606.ENSP00000415941	9606.ENSP00000264613	0.823500
9606.ENSP00000235347	9606.ENSP00000349931	0.823456
9606.ENSP00000349931	9606.ENSP00000235347	0.823456
9606.ENSP00000363676	9606.ENSP00000379339	0.823456
9606.ENSP00000379339	9606.ENSP00000363676	0.823456
9606.ENSP00000295550	9606.ENSP00000304408	0.823447
9606.ENSP00000304408	9606.ENSP00000295550	0.823447
9606.ENSP00000223642	9606.ENSP00000224181	0.823389
9606.ENSP00000224181	9606.ENSP00000223642	0.823389
9606.ENSP00000272321	9606.ENSP00000325941	0.823358
9606.ENSP00000325941	9606.ENSP00000272321	0.823358
9606.ENSP00000330720	9606.ENSP00000377583	0.823340
9606.ENSP00000377583	9606.ENSP00000330720	0.823340
9606.ENSP00000243108	9606.ENSP00000437832	0.823332
9606.ENSP00000307014	9606.ENSP00000328358	0.823332
9606.ENSP00000328358	9606.ENSP00000307014	0.823332
9606.ENSP00000437832	9606.ENSP00000243108	0.823332
9606.ENSP00000271308	9606.ENSP00000483688	0.823272
9606.ENSP00000483688	9606.ENSP00000271308	0.823272
9606.ENSP00000403293	9606.ENSP00000422969	0.823195
9606.ENSP00000422969	9606.ENSP00000403293	0.823195
9606.ENSP00000236877	9606.ENSP00000287766	0.823171
9606.ENSP00000287766	9606.ENSP00000236877	0.823171
9606.ENSP00000351327	9606.ENSP00000480538	0.823115
9606.ENSP00000369154	9606.ENSP00000426568	0.823115
9606.ENSP00000426568	9606.ENSP00000369154	0.823115
9606.ENSP00000480538	9606.ENSP00000351327	0.823115
9606.ENSP00000417696	9606.ENSP00000470381	0.823011
9606.ENSP00000470381	9606.ENSP00000417696	0.823011
9606.ENSP00000300413	9606.ENSP00000400591	0.822962
9606.ENSP00000400591	9606.ENSP00000300413	0.822962
9606.ENSP00000246635	9606.ENSP00000305263	0.822935
9606.ENSP00000305263	9606.ENSP00000246635	0.822935
9606.ENSP00000295201	9606.ENSP00000426271	0.822914
9606.ENSP00000426271	9606.ENSP00000295201	0.822914
9606.ENSP00000240499	9606.ENSP00000485193	0.822864
9606.ENSP00000485193	9606.ENSP00000240499	0.822864
9606.ENSP00000378418	9606.ENSP00000408792	0.822782
9606.ENSP00000408792	9606.ENSP00000378418	0.822782
9606.ENSP00000371940	9606.ENSP00000481581	0.822779
9606.ENSP00000481581	9606.ENSP00000371940	0.822779
9606.ENSP00000316948	9606.ENSP00000394734	0.822773
9606.ENSP00000394734	9606.ENSP00000316948	0.822773
9606.ENSP00000307889	9606.ENSP00000379339	0.822765
9606.ENSP00000379339	9606.ENSP00000307889	0.822765
9606.ENSP00000325290	9606.ENSP00000361298	0.822747
9606.ENSP00000361298	9606.ENSP00000325290	0.822747
9606.ENSP00000346067	9606.ENSP00000414321	0.822730
9606.ENSP00000414321	9606.ENSP00000346067	0.822730
9606.ENSP00000323856	9606.ENSP00000367263	0.822694
9606.ENSP00000367263	9606.ENSP00000323856	0.822694
9606.ENSP00000312066	9606.ENSP00000342181	0.822678
9606.ENSP00000342181	9606.ENSP00000312066	0.822678
9606.ENSP00000305596	9606.ENSP00000340519	0.822622
9606.ENSP00000340519	9606.ENSP00000305596	0.822622
9606.ENSP00000278379	9606.ENSP00000377779	0.822609
9606.ENSP00000377779	9606.ENSP00000278379	0.822609
9606.ENSP00000295824	9606.ENSP00000344431	0.822552
9606.ENSP00000344431	9606.ENSP00000295824	0.822552
9606.ENSP00000309830	9606.ENSP00000346050	0.822512
9606.ENSP00000346050	9606.ENSP00000309830	0.822512
9606.ENSP00000341236	9606.ENSP00000393835	0.822472
9606.ENSP00000393835	9606.ENSP00000341236	0.822472
9606.ENSP00000215727	9606.ENSP00000299367	0.822330
9606.ENSP00000299367	9606.ENSP00000215727	0.822330
9606.ENSP00000262982	9606.ENSP00000290158	0.822309
9606.ENSP00000290158	9606.ENSP00000262982	0.822309
9606.ENSP00000363676	9606.ENSP00000419449	0.822216
9606.ENSP00000419449	9606.ENSP00000363676	0.822216
9606.ENSP00000357547	9606.ENSP00000417711	0.822202
9606.ENSP00000417711	9606.ENSP00000357547	0.822202
9606.ENSP00000259455	9606.ENSP00000296526	0.822120
9606.ENSP00000296526	9606.ENSP00000259455	0.822120
9606.ENSP00000229379	9606.ENSP00000339720	0.822112
9606.ENSP00000339720	9606.ENSP00000229379	0.822112
9606.ENSP00000272321	9606.ENSP00000362285	0.822106
9606.ENSP00000362285	9606.ENSP00000272321	0.822106
9606.ENSP00000184183	9606.ENSP00000359550	0.822088
9606.ENSP00000359550	9606.ENSP00000184183	0.822088
9606.ENSP00000379339	9606.ENSP00000428085	0.822005
9606.ENSP00000428085	9606.ENSP00000379339	0.822005
9606.ENSP00000364567	9606.ENSP00000418668	0.821928
9606.ENSP00000418668	9606.ENSP00000364567	0.821928
9606.ENSP00000351591	9606.ENSP00000481554	0.821879
9606.ENSP00000481554	9606.ENSP00000351591	0.821879
9606.ENSP00000292599	9606.ENSP00000311336	0.821856
9606.ENSP00000311336	9606.ENSP00000292599	0.821856
9606.ENSP00000283025	9606.ENSP00000292574	0.821814
9606.ENSP00000292574	9606.ENSP00000283025	0.821814
9606.ENSP00000246554	9606.ENSP00000321260	0.821788
9606.ENSP00000321260	9606.ENSP00000246554	0.821788
9606.ENSP00000235347	9606.ENSP00000484237	0.821637
9606.ENSP00000484237	9606.ENSP00000235347	0.821637
9606.ENSP00000166244	9606.ENSP00000332118	0.821586
9606.ENSP00000332118	9606.ENSP00000166244	0.821586
9606.ENSP00000237201	9606.ENSP00000295201	0.821543
9606.ENSP00000295201	9606.ENSP00000237201	0.821543
9606.ENSP00000311430	9606.ENSP00000377640	0.821540
9606.ENSP00000377640	9606.ENSP00000311430	0.821540
9606.ENSP00000261303	9606.ENSP00000348442	0.821531
9606.ENSP00000348442	9606.ENSP00000261303	0.821531
9606.ENSP00000305790	9606.ENSP00000460348	0.821425
9606.ENSP00000460348	9606.ENSP00000305790	0.821425
9606.ENSP00000240499	9606.ENSP00000477392	0.821423
9606.ENSP00000477392	9606.ENSP00000240499	0.821423
9606.ENSP00000286732	9606.ENSP00000335384	0.821387
9606.ENSP00000335384	9606.ENSP00000286732	0.821387
9606.ENSP00000300190	9606.ENSP00000351430	0.821384
9606.ENSP00000351430	9606.ENSP00000300190	0.821384
9606.ENSP00000217652	9606.ENSP00000446955	0.821378
9606.ENSP00000446955	9606.ENSP00000217652	0.821378
9606.ENSP00000404203	9606.ENSP00000406577	0.821369
9606.ENSP00000406577	9606.ENSP00000404203	0.821369
9606.ENSP00000346067	9606.ENSP00000463784	0.821362
9606.ENSP00000463784	9606.ENSP00000346067	0.821362
9606.ENSP00000394380	9606.ENSP00000439017	0.821291
9606.ENSP00000439017	9606.ENSP00000394380	0.821291
9606.ENSP00000404127	9606.ENSP00000467723	0.821281
9606.ENSP00000467723	9606.ENSP00000404127	0.821281
9606.ENSP00000283025	9606.ENSP00000374490	0.821275
9606.ENSP00000374490	9606.ENSP00000283025	0.821275
9606.ENSP00000270625	9606.ENSP00000345957	0.821184
9606.ENSP00000345957	9606.ENSP00000270625	0.821184
9606.ENSP00000363071	9606.ENSP00000482169	0.821172
9606.ENSP00000482169	9606.ENSP00000363071	0.821172
9606.ENSP00000290158	9606.ENSP00000351777	0.821141
9606.ENSP00000351777	9606.ENSP00000290158	0.821141
9606.ENSP00000375109	9606.ENSP00000424607	0.821100
9606.ENSP00000424607	9606.ENSP00000375109	0.821100
9606.ENSP00000258829	9606.ENSP00000366347	0.821003
9606.ENSP00000366347	9606.ENSP00000258829	0.821003
9606.ENSP00000369438	9606.ENSP00000375475	0.820886
9606.ENSP00000375475	9606.ENSP00000369438	0.820886
9606.ENSP00000228850	9606.ENSP00000417711	0.820841
9606.ENSP00000417711	9606.ENSP00000228850	0.820841
9606.ENSP00000315417	9606.ENSP00000332744	0.820839
9606.ENSP00000332744	9606.ENSP00000315417	0.820839
9606.ENSP00000334813	9606.ENSP00000356705	0.820834
9606.ENSP00000356705	9606.ENSP00000334813	0.820834
9606.ENSP00000225576	9606.ENSP00000305654	0.820715
9606.ENSP00000305654	9606.ENSP00000225576	0.820715
9606.ENSP00000359546	9606.ENSP00000426271	0.820688
9606.ENSP00000426271	9606.ENSP00000359546	0.820688
9606.ENSP00000348170	9606.ENSP00000385834	0.820595
9606.ENSP00000385834	9606.ENSP00000348170	0.820595
9606.ENSP00000353652	9606.ENSP00000394248	0.820436
9606.ENSP00000394248	9606.ENSP00000353652	0.820436
9606.ENSP00000215727	9606.ENSP00000450838	0.820326
9606.ENSP00000450838	9606.ENSP00000215727	0.820326
9606.ENSP00000222248	9606.ENSP00000270800	0.820320
9606.ENSP00000270800	9606.ENSP00000222248	0.820320
9606.ENSP00000225550	9606.ENSP00000251643	0.820319
9606.ENSP00000251643	9606.ENSP00000225550	0.820319
9606.ENSP00000329748	9606.ENSP00000440077	0.820248
9606.ENSP00000440077	9606.ENSP00000329748	0.820248
9606.ENSP00000333329	9606.ENSP00000423503	0.820245
9606.ENSP00000423503	9606.ENSP00000333329	0.820245
9606.ENSP00000251372	9606.ENSP00000375629	0.820227
9606.ENSP00000375629	9606.ENSP00000251372	0.820227
9606.ENSP00000400852	9606.ENSP00000470746	0.820221
9606.ENSP00000470746	9606.ENSP00000400852	0.820221
9606.ENSP00000376056	9606.ENSP00000464813	0.820201
9606.ENSP00000464813	9606.ENSP00000376056	0.820201
9606.ENSP00000252087	9606.ENSP00000378077	0.820100
9606.ENSP00000378077	9606.ENSP00000252087	0.820100
9606.ENSP00000278379	9606.ENSP00000344786	0.820087
9606.ENSP00000344786	9606.ENSP00000278379	0.820087
9606.ENSP00000343629	9606.ENSP00000365201	0.819933
9606.ENSP00000365201	9606.ENSP00000343629	0.819933
9606.ENSP00000224181	9606.ENSP00000363770	0.819903
9606.ENSP00000363770	9606.ENSP00000224181	0.819903
9606.ENSP00000299767	9606.ENSP00000300026	0.819892
9606.ENSP00000300026	9606.ENSP00000299767	0.819892
9606.ENSP00000281821	9606.ENSP00000332118	0.819868
9606.ENSP00000332118	9606.ENSP00000281821	0.819868
9606.ENSP00000312554	9606.ENSP00000360107	0.819866
9606.ENSP00000360107	9606.ENSP00000312554	0.819866
9606.ENSP00000372281	9606.ENSP00000454370	0.819860
9606.ENSP00000454370	9606.ENSP00000372281	0.819860
9606.ENSP00000264613	9606.ENSP00000396688	0.819801
9606.ENSP00000396688	9606.ENSP00000264613	0.819801
9606.ENSP00000307889	9606.ENSP00000419449	0.819713
9606.ENSP00000419449	9606.ENSP00000307889	0.819713
9606.ENSP00000318646	9606.ENSP00000410059	0.819689
9606.ENSP00000410059	9606.ENSP00000318646	0.819689
9606.ENSP00000419117	9606.ENSP00000477781	0.819674
9606.ENSP00000477781	9606.ENSP00000419117	0.819674
9606.ENSP00000439017	9606.ENSP00000467286	0.819630
9606.ENSP00000467286	9606.ENSP00000439017	0.819630
9606.ENSP00000367022	9606.ENSP00000484789	0.819487
9606.ENSP00000484789	9606.ENSP00000367022	0.819487
9606.ENSP00000207457	9606.ENSP00000283025	0.819451
9606.ENSP00000283025	9606.ENSP00000207457	0.819451
9606.ENSP00000313443	9606.ENSP00000342818	0.819429
9606.ENSP00000342818	9606.ENSP00000313443	0.819429
9606.ENSP00000331210	9606.ENSP00000344786	0.819411
9606.ENSP00000344786	9606.ENSP00000331210	0.819411
9606.ENSP00000283025	9606.ENSP00000396622	0.819385
9606.ENSP00000396622	9606.ENSP00000283025	0.819385
9606.ENSP00000303963	9606.ENSP00000417222	0.819316
9606.ENSP00000417222	9606.ENSP00000303963	0.819316
9606.ENSP00000318197	9606.ENSP00000339001	0.819277
9606.ENSP00000339001	9606.ENSP00000318197	0.819277
9606.ENSP00000351430	9606.ENSP00000454370	0.819277
9606.ENSP00000454370	9606.ENSP00000351430	0.819277
9606.ENSP00000265983	9606.ENSP00000394936	0.819241
9606.ENSP00000394936	9606.ENSP00000265983	0.819241
9606.ENSP00000350052	9606.ENSP00000416706	0.819240
9606.ENSP00000416706	9606.ENSP00000350052	0.819240
9606.ENSP00000207457	9606.ENSP00000401514	0.819181
9606.ENSP00000401514	9606.ENSP00000207457	0.819181
9606.ENSP00000427120	9606.ENSP00000476519	0.819179
9606.ENSP00000476519	9606.ENSP00000427120	0.819179
9606.ENSP00000269143	9606.ENSP00000354681	0.819168
9606.ENSP00000354681	9606.ENSP00000269143	0.819168
9606.ENSP00000228850	9606.ENSP00000344729	0.819148
9606.ENSP00000344729	9606.ENSP00000228850	0.819148
9606.ENSP00000304077	9606.ENSP00000352672	0.819141
9606.ENSP00000352672	9606.ENSP00000304077	0.819141
9606.ENSP00000383256	9606.ENSP00000474840	0.819050
9606.ENSP00000474840	9606.ENSP00000383256	0.819050
9606.ENSP00000290122	9606.ENSP00000303963	0.819035
9606.ENSP00000303963	9606.ENSP00000290122	0.819035
9606.ENSP00000261448	9606.ENSP00000262113	0.819030
9606.ENSP00000262113	9606.ENSP00000261448	0.819030
9606.ENSP00000278590	9606.ENSP00000406145	0.819029
9606.ENSP00000406145	9606.ENSP00000278590	0.819029
9606.ENSP00000360608	9606.ENSP00000403636	0.819019
9606.ENSP00000403636	9606.ENSP00000360608	0.819019
9606.ENSP00000394888	9606.ENSP00000405338	0.819006
9606.ENSP00000405338	9606.ENSP00000394888	0.819006
9606.ENSP00000265171	9606.ENSP00000379438	0.818990
9606.ENSP00000379438	9606.ENSP00000265171	0.818990
9606.ENSP00000222247	9606.ENSP00000410059	0.818952
9606.ENSP00000410059	9606.ENSP00000222247	0.818952
9606.ENSP00000352608	9606.ENSP00000401437	0.818899
9606.ENSP00000401437	9606.ENSP00000352608	0.818899
9606.ENSP00000331927	9606.ENSP00000394248	0.818892
9606.ENSP00000394248	9606.ENSP00000331927	0.818892
9606.ENSP00000287766	9606.ENSP00000366095	0.818877
9606.ENSP00000366095	9606.ENSP00000287766	0.818877
9606.ENSP00000371872	9606.ENSP00000485584	0.818859
9606.ENSP00000485584	9606.ENSP00000371872	0.818859
9606.ENSP00000369438	9606.ENSP00000377583	0.818854
9606.ENSP00000377583	9606.ENSP00000369438	0.818854
9606.ENSP00000341236	9606.ENSP00000379702	0.818824
9606.ENSP00000379702	9606.ENSP00000341236	0.818824
9606.ENSP00000296930	9606.ENSP00000359345	0.818681
9606.ENSP00000359345	9606.ENSP00000296930	0.818681
9606.ENSP00000229379	9606.ENSP00000359098	0.818669
9606.ENSP00000359098	9606.ENSP00000229379	0.818669
9606.ENSP00000252102	9606.ENSP00000362060	0.818668
9606.ENSP00000362060	9606.ENSP00000252102	0.818668
9606.ENSP00000217420	9606.ENSP00000316861	0.818656
9606.ENSP00000316861	9606.ENSP00000217420	0.818656
9606.ENSP00000216341	9606.ENSP00000263863	0.818646
9606.ENSP00000263863	9606.ENSP00000216341	0.818646
9606.ENSP00000313007	9606.ENSP00000432083	0.818582
9606.ENSP00000432083	9606.ENSP00000313007	0.818582
9606.ENSP00000272321	9606.ENSP00000418112	0.818541
9606.ENSP00000418112	9606.ENSP00000272321	0.818541
9606.ENSP00000358535	9606.ENSP00000360676	0.818499
9606.ENSP00000360676	9606.ENSP00000358535	0.818499
9606.ENSP00000352904	9606.ENSP00000357547	0.818467
9606.ENSP00000357547	9606.ENSP00000352904	0.818467
9606.ENSP00000345957	9606.ENSP00000393241	0.818447
9606.ENSP00000393241	9606.ENSP00000345957	0.818447
9606.ENSP00000323880	9606.ENSP00000343633	0.818388
9606.ENSP00000343633	9606.ENSP00000323880	0.818388
9606.ENSP00000228347	9606.ENSP00000361446	0.818361
9606.ENSP00000361446	9606.ENSP00000228347	0.818361
9606.ENSP00000361400	9606.ENSP00000386346	0.818360
9606.ENSP00000386346	9606.ENSP00000361400	0.818360
9606.ENSP00000350896	9606.ENSP00000381097	0.818353
9606.ENSP00000381097	9606.ENSP00000350896	0.818353
9606.ENSP00000309653	9606.ENSP00000371398	0.818317
9606.ENSP00000371398	9606.ENSP00000309653	0.818317
9606.ENSP00000352299	9606.ENSP00000361852	0.818278
9606.ENSP00000361852	9606.ENSP00000352299	0.818278
9606.ENSP00000366095	9606.ENSP00000456226	0.818274
9606.ENSP00000456226	9606.ENSP00000366095	0.818274
9606.ENSP00000229268	9606.ENSP00000261772	0.818199
9606.ENSP00000261772	9606.ENSP00000229268	0.818199
9606.ENSP00000358223	9606.ENSP00000417222	0.818169
9606.ENSP00000417222	9606.ENSP00000358223	0.818169
9606.ENSP00000290871	9606.ENSP00000297623	0.818167
9606.ENSP00000297623	9606.ENSP00000290871	0.818167
9606.ENSP00000243052	9606.ENSP00000365437	0.818155
9606.ENSP00000365437	9606.ENSP00000243052	0.818155
9606.ENSP00000285979	9606.ENSP00000360372	0.818152
9606.ENSP00000360372	9606.ENSP00000285979	0.818152
9606.ENSP00000252575	9606.ENSP00000376048	0.818114
9606.ENSP00000376048	9606.ENSP00000252575	0.818114
9606.ENSP00000357900	9606.ENSP00000378897	0.818095
9606.ENSP00000378897	9606.ENSP00000357900	0.818095
9606.ENSP00000276079	9606.ENSP00000343966	0.818067
9606.ENSP00000343966	9606.ENSP00000276079	0.818067
9606.ENSP00000351327	9606.ENSP00000417711	0.818061
9606.ENSP00000417711	9606.ENSP00000351327	0.818061
9606.ENSP00000237201	9606.ENSP00000352904	0.818000
9606.ENSP00000352904	9606.ENSP00000237201	0.818000
9606.ENSP00000351314	9606.ENSP00000363993	0.817981
9606.ENSP00000363993	9606.ENSP00000351314	0.817981
9606.ENSP00000225275	9606.ENSP00000233997	0.817957
9606.ENSP00000233997	9606.ENSP00000225275	0.817957
9606.ENSP00000360317	9606.ENSP00000360372	0.817921
9606.ENSP00000360372	9606.ENSP00000360317	0.817921
9606.ENSP00000368447	9606.ENSP00000429190	0.817881
9606.ENSP00000429190	9606.ENSP00000368447	0.817881
9606.ENSP00000244096	9606.ENSP00000349085	0.817821
9606.ENSP00000349085	9606.ENSP00000244096	0.817821
9606.ENSP00000391211	9606.ENSP00000401802	0.817806
9606.ENSP00000401802	9606.ENSP00000391211	0.817806
9606.ENSP00000339095	9606.ENSP00000375730	0.817789
9606.ENSP00000375730	9606.ENSP00000339095	0.817789
9606.ENSP00000184183	9606.ENSP00000357547	0.817770
9606.ENSP00000207457	9606.ENSP00000357547	0.817770
9606.ENSP00000357547	9606.ENSP00000184183	0.817770
9606.ENSP00000357547	9606.ENSP00000207457	0.817770
9606.ENSP00000269143	9606.ENSP00000392709	0.817720
9606.ENSP00000392709	9606.ENSP00000269143	0.817720
9606.ENSP00000263408	9606.ENSP00000265023	0.817679
9606.ENSP00000265023	9606.ENSP00000263408	0.817679
9606.ENSP00000429374	9606.ENSP00000435096	0.817596
9606.ENSP00000435096	9606.ENSP00000429374	0.817596
9606.ENSP00000382101	9606.ENSP00000446882	0.817588
9606.ENSP00000446882	9606.ENSP00000382101	0.817588
9606.ENSP00000234701	9606.ENSP00000481056	0.817575
9606.ENSP00000481056	9606.ENSP00000234701	0.817575
9606.ENSP00000265403	9606.ENSP00000341045	0.817549
9606.ENSP00000341045	9606.ENSP00000265403	0.817549
9606.ENSP00000318646	9606.ENSP00000339795	0.817538
9606.ENSP00000339795	9606.ENSP00000318646	0.817538
9606.ENSP00000357789	9606.ENSP00000430242	0.817532
9606.ENSP00000430242	9606.ENSP00000357789	0.817532
9606.ENSP00000262113	9606.ENSP00000350332	0.817513
9606.ENSP00000350332	9606.ENSP00000262113	0.817513
9606.ENSP00000307240	9606.ENSP00000330101	0.817509
9606.ENSP00000330101	9606.ENSP00000307240	0.817509
9606.ENSP00000255194	9606.ENSP00000347416	0.817469
9606.ENSP00000347416	9606.ENSP00000255194	0.817469
9606.ENSP00000247271	9606.ENSP00000287766	0.817418
9606.ENSP00000287766	9606.ENSP00000247271	0.817418
9606.ENSP00000348821	9606.ENSP00000363557	0.817401
9606.ENSP00000363557	9606.ENSP00000348821	0.817401
9606.ENSP00000357555	9606.ENSP00000361076	0.817381
9606.ENSP00000361076	9606.ENSP00000357555	0.817381
9606.ENSP00000211998	9606.ENSP00000316029	0.817376
9606.ENSP00000316029	9606.ENSP00000211998	0.817376
9606.ENSP00000330720	9606.ENSP00000353742	0.817374
9606.ENSP00000353742	9606.ENSP00000330720	0.817374
9606.ENSP00000346088	9606.ENSP00000485567	0.817365
9606.ENSP00000485567	9606.ENSP00000346088	0.817365
9606.ENSP00000362744	9606.ENSP00000369965	0.817353
9606.ENSP00000369965	9606.ENSP00000362744	0.817353
9606.ENSP00000282111	9606.ENSP00000358404	0.817261
9606.ENSP00000358404	9606.ENSP00000282111	0.817261
9606.ENSP00000346015	9606.ENSP00000485567	0.817256
9606.ENSP00000485567	9606.ENSP00000346015	0.817256
9606.ENSP00000375475	9606.ENSP00000476821	0.817215
9606.ENSP00000476821	9606.ENSP00000375475	0.817215
9606.ENSP00000288065	9606.ENSP00000426271	0.817138
9606.ENSP00000426271	9606.ENSP00000288065	0.817138
9606.ENSP00000286398	9606.ENSP00000325017	0.816995
9606.ENSP00000325017	9606.ENSP00000286398	0.816995
9606.ENSP00000084798	9606.ENSP00000292599	0.816993
9606.ENSP00000292599	9606.ENSP00000084798	0.816993
9606.ENSP00000378577	9606.ENSP00000398017	0.816991
9606.ENSP00000398017	9606.ENSP00000378577	0.816991
9606.ENSP00000339795	9606.ENSP00000418082	0.816988
9606.ENSP00000418082	9606.ENSP00000339795	0.816988
9606.ENSP00000361824	9606.ENSP00000432568	0.816955
9606.ENSP00000432568	9606.ENSP00000361824	0.816955
